LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-03,100.118,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-04,98.96004,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-05,98.42666,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-06,98.37355,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-07,98.392,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-08,98.60727,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-09,98.94052,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-10,99.09916,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-11,99.05318,
USA,CCI,AMPLITUD,LTRENDIDX,M,2020-12,99.05644,
USA,CCI,AMPLITUD,LTRENDIDX,M,2021-01,99.06293,
USA,CCI,AMPLITUD,LTRENDIDX,M,2021-02,99.21188,
USA,CCI,AMPLITUD,LTRENDIDX,M,2021-03,99.60275,
USA,CCI,AMPLITUD,LTRENDIDX,M,2021-04,99.86364,
USA,CCI,AMPLITUD,LTRENDIDX,M,2021-05,99.8013,
USA,CCI,AMPLITUD,LTRENDIDX,M,2021-06,99.57715,
USA,CCI,AMPLITUD,LTRENDIDX,M,2021-07,99.07571,
USA,CCI,AMPLITUD,LTRENDIDX,M,2021-08,98.46284,
USA,CCI,AMPLITUD,LTRENDIDX,M,2021-09,98.13461,
USA,CCI,AMPLITUD,LTRENDIDX,M,2021-10,97.92941,
USA,CCI,AMPLITUD,LTRENDIDX,M,2021-11,97.7775,
USA,CCI,AMPLITUD,LTRENDIDX,M,2021-12,97.76481,
USA,CCI,AMPLITUD,LTRENDIDX,M,2022-01,97.73226,
